Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,77.0,7.3,T
Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,70.0,7.2,E
Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,66.0,7.7,E
Bomberman Party Edition,PS,1998,Puzzle,79.0,8.3,E
Ice Age: Dawn of the Dinosaurs,X360,2009,Action,68.0,7.5,E10+
Star Trek: Conquest,Wii,2007,Strategy,49.0,4.9,E
Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,59.0,7,E
Madden NFL 06,DS,2005,Sports,66.0,6.3,E
Red Faction II,XB,2003,Shooter,74.0,5.8,M
Voodoo Vince,XB,2003,Platform,73.0,8.4,T
Tom Clancy's Ghost Recon,Wii,2010,Shooter,46.0,6.8,T
Chase: Hollywood Stunt Driver,XB,2002,Racing,60.0,7.4,T
The X Files: Resist or Serve,PS2,2004,Adventure,67.0,8.4,M
PixelJunk Monsters Deluxe,PSP,2010,Strategy,86.0,7.9,E
Curious George,PS2,2006,Action,53.0,7.7,E
Megamind: Ultimate Showdown,X360,2010,Action,33.0,4.3,E10+
Zathura,PS2,2005,Adventure,43.0,2,E10+
Mytran Wars,PSP,2009,Strategy,68.0,8.8,T
Undead Knights,PSP,2009,Action,63.0,8,M
Ninja Reflex,Wii,2008,Action,49.0,6,E10+
Cel Damage,XB,2001,Racing,65.0,8.4,T
Lunar: Dragon Song,DS,2005,Role-Playing,59.0,6.2,E10+
Breakdown,XB,2004,Adventure,71.0,8.2,M
Venetica,PS3,2010,Role-Playing,47.0,6.5,T
Looney Tunes: Sheep Raider,PS,2001,Platform,72.0,8.8,E
Geometry Wars: Galaxies,Wii,2007,Shooter,80.0,8.2,E
X2: Wolverine's Revenge,GC,2003,Platform,62.0,6.6,T
Godzilla Unleashed: Double Smash,DS,2007,Action,28.0,4.9,E
NPPL: Championship Paintball 2009,X360,2008,Shooter,44.0,7.3,E10+
Atelier Annie: Alchemists of Sera Island,DS,2009,Role-Playing,70.0,6.7,E10+
WWE SmackDown vs Raw 2008,DS,2007,Fighting,61.0,6.6,T
College Hoops 2K6,X360,2006,Sports,70.0,7.3,E
Fat Princess: Fistful of Cake,PSP,2010,Action,74.0,8.7,T
Sonic Adventure 2,DC,2001,Platform,89.0,8.6,E
Gladiator: Sword of Vengeance,PS2,2003,Action,65.0,5.8,M
Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,83.0,8.3,E10+
Academy of Champions: Soccer,Wii,2009,Sports,64.0,6.8,E
Overlord: Raising Hell,PS3,2008,Action,72.0,7.7,T
Power Gig: Rise of the SixString,X360,2010,Misc,36.0,2.1,T
NFL Head Coach,XB,2006,Sports,69.0,7.1,E
Onimusha: Blade Warriors,PS2,2003,Fighting,65.0,6.9,T
Disney's Extreme Skate Adventure,GC,2003,Sports,76.0,7.6,E
NBA 2K2,GC,2002,Sports,90.0,8,E
Psychonauts,XB,2005,Platform,88.0,9,T
Jeremy McGrath Supercross World,GC,2002,Racing,36.0,5.6,E
Airborne Troops: Countdown to D-Day,PS2,2005,Shooter,39.0,8.1,T
The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,74.0,7.9,T
nail'd,PS3,2010,Racing,66.0,6.2,E10+
Lost Magic,DS,2006,Role-Playing,68.0,8.2,E
Raiden IV,X360,2008,Shooter,63.0,7.8,E10+
Phantasy Star Universe,X360,2006,Role-Playing,64.0,7.4,T
Peggle: Dual Shot,DS,2009,Puzzle,84.0,8.2,E
Cruis'n,Wii,2007,Racing,25.0,3.7,E
Castlevania: Curse of Darkness,XB,2005,Action,74.0,7,M
Battles of Prince of Persia,DS,2005,Strategy,64.0,7.7,E10+
Turok: Evolution,GBA,2002,Shooter,72.0,7,T
Marvel Trading Card Game,DS,2007,Misc,61.0,4.9,T
Nightshade,PS2,2003,Action,68.0,7.7,M
CSI: Crime Scene Investigation,XB,2004,Adventure,45.0,7.3,M
Buffy the Vampire Slayer: Chaos Bleeds,XB,2003,Action,73.0,8.4,T
Onechanbara: Bikini Zombie Slayers,Wii,2008,Action,55.0,8,M
Dragon Ball: Origins,DS,2008,Action,78.0,7.5,T
Lost in Shadow,Wii,2010,Platform,68.0,8.7,E10+
NHL 2K3,XB,2002,Sports,89.0,7.1,E
Die Hard: Vendetta,GC,2002,Shooter,54.0,7,M
F1 2002,PS2,2002,Racing,81.0,6.4,E
Every Extend Extra,PSP,2006,Shooter,74.0,7.3,E
FIFA Soccer,PSP,2005,Sports,73.0,7.7,E
Sphinx and the Cursed Mummy,XB,2003,Action,79.0,9.1,T
GT Advance 2: Rally Racing,GBA,2001,Racing,77.0,6,E
Tenchu: Shadow Assassins,PSP,2009,Action,68.0,7.4,M
Cabela's Deer Hunt 2005 Season,XB,2004,Sports,59.0,7.5,T
Dead Man's Hand,XB,2004,Shooter,62.0,8.1,T
Smash Cars,PS2,2003,Racing,67.0,9,E
NASCAR 07,PS2,2006,Racing,68.0,8.9,E
Tecmo Bowl: Kickoff,DS,2008,Sports,66.0,7.3,E
Lost Horizon,PC,2010,Adventure,77.0,7.9,T
Dokapon Kingdom,PS2,2007,Role-Playing,61.0,6.5,E10+
Puzzle Quest 2,DS,2010,Puzzle,74.0,5.8,E10+
Phantasy Star Collection,GBA,2002,Role-Playing,76.0,8.1,E
A Witch's Tale,DS,2009,Role-Playing,50.0,6.2,E10+
Retro Game Challenge,DS,2007,Action,77.0,7.3,E
Shining Force NEO,PS2,2005,Role-Playing,69.0,8.1,T
FIFA Street 2,GC,2006,Sports,63.0,5.7,E
Fantastic Four: Rise of the Silver Surfer,X360,2007,Action,45.0,5.4,T
Monster Madness: Battle for Suburbia,X360,2007,Shooter,55.0,5.2,T
Tom Clancy's EndWar,PSP,2008,Strategy,68.0,5.9,T
NFL Head Coach 09,X360,2008,Sports,67.0,8.4,E
Blood Drive,X360,2010,Racing,40.0,6.5,M
Phantom Dust,XB,2004,Action,81.0,8.5,T
Growlanser Generations,PS2,2003,Role-Playing,81.0,7.7,T
Mega Man Battle Chip Challenge,GBA,2003,Misc,54.0,8.3,E
Prince of Persia: Rival Swords,PSP,2007,Action,74.0,8.2,T
Cold Winter,PS2,2005,Shooter,73.0,8.2,M
Ring of Red,PS2,2000,Strategy,82.0,8.7,T
Stubbs the Zombie in Rebel Without a Pulse,XB,2005,Action,75.0,8.1,M
Batman: Dark Tomorrow,XB,2003,Action,25.0,3.6,T
Ping Pals,DS,2004,Misc,28.0,3.9,E
18 Wheeler: American Pro Trucker,GC,2002,Racing,52.0,6.8,E
Split/Second,PSP,2010,Racing,63.0,6.7,E10+
Warhammer: Battle March,X360,2008,Strategy,55.0,6.7,M
Batman: Rise of Sin Tzu,XB,2003,Action,67.0,7.7,T
The King of Fighters XII,X360,2009,Fighting,63.0,4.2,T
Spy vs Spy,XB,2005,Action,53.0,8,T
Coraline,PS2,2009,Action,39.0,2,E10+
Cold Fear,PS2,2005,Action,68.0,7.7,M
Zubo,DS,2008,Misc,75.0,7.6,E10+
NHL Hitz 20-03,XB,2002,Sports,81.0,8.5,E
Murakumo: Renegade Mech Pursuit,XB,2002,Shooter,48.0,7.5,T
Gun Metal,XB,2002,Shooter,63.0,7.6,T
BloodRayne,GC,2002,Shooter,73.0,8.5,M
ECW Anarchy Rulz,PS,1999,Fighting,43.0,6.3,E
InuYasha: A Feudal Fairy Tale,PS,2002,Fighting,69.0,9,T
Where the Wild Things Are,X360,2009,Platform,51.0,5.4,E10+
TMNT,PSP,2007,Action,37.0,4.1,E10+
Sabrina The Teenage Witch: Potion Commotion,GBA,2002,Action,63.0,2.8,E
MLB Power Pros,PS2,2007,Sports,80.0,8.8,E
Dementium II,DS,2010,Shooter,75.0,8.3,M
GoldenEye: Rogue Agent,DS,2005,Shooter,58.0,7.5,T
BlazBlue: Calamity Trigger Portable,PSP,2010,Fighting,82.0,7.8,T
AirForce Delta Strike,PS2,2004,Simulation,66.0,7,T
Pimp My Ride,Wii,2008,Racing,26.0,3.8,T
Capcom vs. SNK 2 EO,GC,2002,Fighting,68.0,8.9,T
Hot Wheels Velocity X,GC,2002,Racing,55.0,6.4,E
Open Season,X360,2006,Platform,59.0,7.3,E10+
Space Chimps,X360,2008,Platform,57.0,5.3,E10+
FIFA Soccer 06,PSP,2005,Sports,77.0,7.7,E
Cloudy With a Chance of Meatballs,Wii,2009,Platform,68.0,5.3,E
The Settlers,DS,2007,Action,39.0,5.6,E
Stronghold,PC,2001,Strategy,81.0,8.9,T
Mortal Kombat: Deception,GC,2005,Fighting,77.0,8.9,M
ESPN NHL Hockey,XB,2003,Sports,88.0,8.4,E
John Daly's ProStroke Golf,PS3,2010,Sports,58.0,4.1,E
XXX,GBA,2002,Action,50.0,5,E
Truth or Lies,X360,2010,Misc,28.0,5.2,T
Worms Forts: Under Siege,PS2,2004,Strategy,63.0,8,T
Project: Snowblind,XB,2005,Action,79.0,7,T
Astro Boy: The Video Game,PS2,2009,Action,56.0,5,E10+
Cake Mania,DS,2007,Puzzle,55.0,6.1,E
Disney's Extreme Skate Adventure,XB,2003,Sports,76.0,8.3,E
Odama,GC,2006,Misc,62.0,8,E10+
Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,70.0,7,E
Naval Ops: Warship Gunner,PS2,2003,Simulation,67.0,8.9,T
Bionicle Heroes,GC,2006,Shooter,51.0,5.2,E10+
The King of Fighters 2000/2001,PS2,2003,Fighting,71.0,8.6,T
Ninja Assault,PS2,2002,Shooter,60.0,5.3,T
Alias,PS2,2004,Action,64.0,8,T
Calling,Wii,2009,Adventure,49.0,6.7,T
Night at the Museum: Battle of the Smithsonian,X360,2009,Action,50.0,7.1,E10+
Spyborgs,Wii,2009,Action,66.0,6.3,T
NHL Rivals 2004,XB,2003,Sports,65.0,8.8,E
Avatar: The Last Airbender,PSP,2006,Adventure,57.0,6.3,E10+
Death Jr.: Root of Evil,Wii,2008,Platform,71.0,8.1,T
Lost in Blue,DS,2005,Adventure,69.0,7.8,E10+
Constantine,PS2,2005,Action,58.0,7.4,M
Charlie and the Chocolate Factory,XB,2005,Adventure,39.0,0.5,E
Dynasty Tactics 2,PS2,2003,Strategy,78.0,9.1,T
Real World Golf,PS2,2005,Sports,73.0,6.3,E
Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,69.0,8.8,E
Mushroom Men: Rise of the Fungi,DS,2008,Action,45.0,7.3,E
The Polar Express,GC,2004,Adventure,40.0,4.7,E
BMX XXX,XB,2002,Sports,58.0,7.8,M
Frogger: Helmet Chaos,PSP,2005,Platform,66.0,6.4,E
Pimp My Ride,X360,2006,Racing,38.0,3.8,T
Hellboy: The Science of Evil,X360,2008,Action,44.0,5.7,T
Astro Boy: The Video Game,Wii,2009,Action,48.0,3.5,E10+
Cabela's North American Adventures,X360,2010,Sports,51.0,9,T
Rengoku: The Tower of Purgatory,PSP,2005,Action,43.0,5.6,M
Bust-A-Move DS,DS,2005,Puzzle,75.0,7,E
Mega Man Zero 4,GBA,2005,Platform,77.0,9.1,E
Where the Wild Things Are,PS3,2009,Platform,53.0,4.8,E10+
DJ Max Fever,PSP,2009,Misc,77.0,6.5,T
Shrek: Forever After,X360,2010,Platform,62.0,6.2,E10+
Dawn of Discovery,DS,2009,Simulation,82.0,7.3,E
Tiger Woods PGA Tour 06,GC,2005,Sports,82.0,4.8,E
FIFA World Cup Germany 2006,PSP,2006,Sports,72.0,7.3,E
Reign of Fire,GC,2002,Shooter,54.0,5.9,T
Rogue Warrior,X360,2009,Shooter,28.0,2.8,M
Mace Griffin: Bounty Hunter,XB,2003,Shooter,64.0,8.2,M
Martian Gothic: Unification,PS,2001,Adventure,64.0,6.1,M
Fight Club,XB,2004,Fighting,37.0,4.7,M
Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,83.0,5.2,M
FlatOut: Ultimate Carnage,X360,2007,Racing,80.0,8.8,T
Digimon Digital Card Battle,PS,1999,Strategy,51.0,9,T
Lucha Libre AAA: Heroes del Ring,PS3,2010,Fighting,54.0,7.1,T
Dead to Rights II,XB,2005,Shooter,54.0,7.4,M
Trauma Center: Under the Knife 2,DS,2008,Simulation,79.0,8.5,T
SimCity 2000,GBA,2003,Simulation,62.0,7.8,E
X-Men: The Official Game,DS,2006,Action,50.0,7.8,E10+
"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,75.0,7.3,T
Rocky Balboa,PSP,2007,Sports,58.0,6.6,T
Gravity Games Bike: Street Vert Dirt,PS2,2002,Sports,24.0,4.1,T
Top Spin,PS2,2005,Sports,67.0,7.8,E
UFC: Tapout 2,XB,2003,Fighting,66.0,7.3,T
The Book of Unwritten Tales,PC,2009,Adventure,82.0,8.2,T
The Godfather: Mob Wars,PSP,2006,Action,59.0,7.9,M
Vexx,XB,2003,Platform,70.0,8.5,T
F1 Career Challenge,PS2,2003,Racing,70.0,7.7,E
Pariah,XB,2005,Action,70.0,7.4,M
Metal Slug 3,XB,2004,Shooter,76.0,5.1,T
Winning Eleven: Pro Evolution Soccer 2007,X360,2006,Sports,79.0,6.5,E
Banjo-Pilot,GBA,2005,Racing,68.0,5.9,E
Gallop Racer 2006,PS2,2005,Sports,69.0,8.3,E
Patapon 2,PSP,2008,Misc,81.0,8.3,E
Frogger: Ancient Shadow,PS2,2005,Platform,54.0,4,E
Princess Debut,DS,2008,Misc,71.0,7.4,E
Metal Arms: Glitch in the System,GC,2003,Shooter,83.0,9.3,T
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005,Action,81.0,8.5,M
Escape From Monkey Island,PS2,2001,Adventure,84.0,8.2,T
The Lord of the Rings: Conquest,DS,2009,Action,61.0,7.8,E10+
Gretzky NHL,PSP,2005,Sports,61.0,7.4,E
Dropship: United Peace Force,PS2,2002,Simulation,78.0,8.6,T
Road Rash: Jailbreak,GBA,2003,Racing,78.0,9.3,T
Syberia,XB,2003,Action,72.0,7,T
Thrillville: Off the Rails,PSP,2007,Strategy,72.0,0.6,E10+
Cloudy With a Chance of Meatballs,PS3,2009,Platform,66.0,6,E
G1 Jockey 3,PS2,2002,Sports,71.0,9,E
Exit DS,DS,2008,Puzzle,64.0,6.7,E
Riviera: The Promised Land,GBA,2004,Role-Playing,76.0,9.2,T
Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,73.0,7.9,T
Bujingai: The Forsaken City,PS2,2003,Fighting,72.0,7.5,T
Universe at War: Earth Assault,X360,2008,Action,66.0,8.3,T
Death By Degrees,PS2,2005,Action,51.0,6.2,M
Rome: Total War,PC,2004,Strategy,92.0,9.1,T
Doom 3,PC,2004,Shooter,87.0,7.6,M
JU-ON: The Grudge,Wii,2009,Action,39.0,5.6,M
Colin McRae Rally 04,XB,2004,Racing,84.0,8.1,E
FIFA Street,XB,2005,Sports,60.0,8,E
Hot Wheels: Stunt Track Challenge,XB,2004,Racing,63.0,6.2,E
Blitz: The League II,X360,2008,Sports,68.0,7.2,M
Miami Law,DS,2009,Adventure,56.0,8.8,T
Capcom vs. SNK 2 EO,XB,2003,Fighting,80.0,8.7,T
Hunter: The Reckoning,GC,2002,Action,70.0,7.6,M
Baten Kaitos Origins,GC,2006,Role-Playing,75.0,8.9,T
E·O·E: Eve of Extinction,PS2,2002,Fighting,57.0,7.2,T
NHL 2004,GC,2003,Sports,85.0,8.4,E
Surf's Up,X360,2007,Sports,61.0,6.1,E10+
X-Men: The Official Game,XB,2006,Action,53.0,8.1,T
RLH: Run Like Hell,PS2,2002,Shooter,58.0,8.2,M
The Ant Bully,PS2,2006,Platform,52.0,4.2,E10+
Conflict: Global Terror,XB,2005,Shooter,62.0,7.9,M
Monster Rancher EVO,PS2,2005,Role-Playing,58.0,6.8,E10+
The Whispered World,PC,2009,Adventure,70.0,7.6,E
Agatha Christie: The ABC Murders,DS,2009,Adventure,53.0,6.5,T
Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,65.0,7,E10+
Beach Spikers: Virtua Beach Volleyball,GC,2002,Sports,76.0,8.1,E
Draglade,DS,2007,Fighting,71.0,7.5,E10+
Jade Cocoon 2,PS2,2001,Role-Playing,76.0,7.8,T
Mana Khemia: Student Alliance,PSP,2008,Role-Playing,41.0,5.3,E10+
Van Helsing,GBA,2004,Action,33.0,6.3,T
Bee Movie Game,PS2,2007,Action,65.0,7.5,E
Kelly Slater's Pro Surfer,XB,2002,Sports,80.0,8,E
NFL Tour,X360,2008,Sports,49.0,3.1,E
Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,37.0,4.1,T
Sudoku Mania,DS,2006,Puzzle,25.0,3.5,E
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,49.0,8,E10+
The Bard's Tale,XB,2004,Role-Playing,75.0,8.8,T
Alien Hominid,PS2,2004,Shooter,78.0,8.3,T
Myst,DS,2007,Adventure,43.0,3.5,E
nail'd,X360,2010,Racing,64.0,7.1,E10+
Tom Clancy's Splinter Cell,GBA,2003,Action,77.0,8.6,T
Bullet Witch,X360,2006,Shooter,55.0,6.1,M
Spider-Man: Web of Shadows,DS,2008,Action,77.0,7.5,E10+
Rolling Stone: Drum King,Wii,2009,Misc,32.0,1.8,T
NBA Ballers: Rebound,PSP,2006,Sports,69.0,7.7,E
Silent Scope Complete,XB,2004,Shooter,69.0,7.4,M
King's Field: The Ancient City,PS2,2001,Role-Playing,60.0,8.5,T
Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,17.0,1.7,M
Indigo Prophecy,XB,2005,Adventure,84.0,7.7,M
Sneakers,XB,2002,Puzzle,28.0,4.6,E
NHL 2K6,X360,2005,Sports,75.0,6.1,E10+
College Hoops 2K6,XB,2005,Sports,82.0,9.2,E
Contact,DS,2006,Role-Playing,73.0,8.2,E10+
Harvey Birdman: Attorney at Law,PSP,2008,Adventure,62.0,8,T
Predator: Concrete Jungle,XB,2005,Action,46.0,8,M
Opoona,Wii,2007,Role-Playing,65.0,7.7,E10+
Universal Studios Theme Parks Adventure,GC,2001,Misc,39.0,2.9,T
Rocky: Legends,XB,2004,Action,67.0,5.2,T
Star Trek: Shattered Universe,PS2,2004,Simulation,42.0,8.3,E
Dragon Ball: Evolution,PSP,2009,Fighting,28.0,0.9,T
MotoGP 07,PS2,2007,Racing,62.0,9.1,E
Harvest Moon: Frantic Farming,DS,2009,Puzzle,72.0,6.8,E
Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,63.0,6.6,E10+
Shining Force EXA,PS2,2007,Role-Playing,64.0,7.3,E10+
Digimon World DS,DS,2006,Role-Playing,71.0,7.6,E10+
MySims SkyHeroes,X360,2010,Action,56.0,5.5,E10+
Guilty Gear Isuka,PS2,2004,Fighting,73.0,7.5,T
Tornado Outbreak,Wii,2009,Action,71.0,8.2,E10+
MotoGP 2,XB,2003,Racing,87.0,8.5,E
Heatseeker,Wii,2007,Action,62.0,6.2,T
Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,71.0,7.7,T
Castlevania Double Pack,GBA,2006,Platform,86.0,8.4,T
Steel Battalion,XB,2002,Simulation,83.0,8.5,T
Power Stone Collection,PSP,2006,Action,74.0,6.8,T
"Blast Works: Build, Trade, Destroy",Wii,2008,Shooter,78.0,7.7,E
SNK vs. Capcom Card Fighters DS,DS,2006,Strategy,48.0,4.8,T
Medieval II: Total War,PC,2006,Strategy,88.0,8.9,T
Darkest of Days,X360,2009,Shooter,44.0,4.8,M
Minority Report: Everybody Runs,XB,2002,Action,54.0,5,T
NASCAR,PSP,2006,Racing,66.0,5.3,E
Playboy: The Mansion,XB,2005,Simulation,61.0,4.1,M
Disney's Aladdin in Nasira's Revenge,PS,2000,Action,61.0,8.3,E
Barnyard,PS2,2006,Action,62.0,8.7,E10+
Pac-Man World 3,GC,2005,Platform,66.0,7.3,E
Glory Days 2,DS,2007,Strategy,73.0,7.3,E10+
Crash 'N' Burn,XB,2004,Racing,65.0,6.4,T
Hakuoki: Demon of the Fleeting Blossom,PSP,2009,Adventure,79.0,8.3,M
Speed Kings,PS2,2003,Racing,61.0,7.8,E
Little League World Series Baseball 2008,Wii,2008,Sports,70.0,8,E
Bladestorm: The Hundred Years' War,X360,2007,Action,63.0,6.8,T
Burnout Paradise: The Ultimate Box,PC,2009,Racing,87.0,7.5,E10+
Forever Kingdom,PS2,2001,Role-Playing,64.0,7.8,T
Altered Beast: Guardian of the Realms,GBA,2002,Action,63.0,4.8,T
The Legend of Heroes: A Tear of Vermillion,PSP,2005,Role-Playing,68.0,7.7,T
Raven Squad: Operation Hidden Dagger,X360,2009,Shooter,38.0,3.5,T
Age of Empires II: The Age of Kings,PC,1999,Strategy,92.0,9,T
Family Party: 30 Great Games,Wii,2008,Misc,42.0,1,E10+
Shining Tears,PS2,2004,Role-Playing,61.0,6.5,T
MotoGP,XB,2002,Racing,84.0,8.4,E
Scaler,PS2,2004,Platform,70.0,8.6,E
Halo 2,PC,2007,Shooter,72.0,5.6,M
Gradius V,PS2,2004,Shooter,82.0,8.5,T
Medal of Honor: Vanguard,Wii,2007,Shooter,56.0,7,T
Beaterator,PSP,2009,Misc,80.0,7.8,E
Arcania: Gothic 4,X360,2010,Role-Playing,64.0,5.2,T
Psychonauts,PS2,2005,Platform,86.0,8.7,T
Code Lyoko: Quest for Infinity,Wii,2007,Action,58.0,8.5,E10+
Digimon Rumble Arena 2,PS2,2004,Fighting,63.0,7.3,T
Ribbit King,PS2,2003,Sports,58.0,6.5,E
Alien Hominid,GC,2004,Shooter,78.0,8.5,T
Rygar: The Battle of Argus,Wii,2008,Action,52.0,7,T
Ninja Gaiden Black,XB,2005,Action,94.0,8.7,M
Touch Detective,DS,2006,Adventure,60.0,6.8,E10+
Trivial Pursuit unhinged,XB,2004,Misc,58.0,8,T
NCAA March Madness 08,PS3,2007,Sports,67.0,3.8,E
InuYasha: Secret of the Divine Jewel,DS,2007,Role-Playing,46.0,7.6,E10+
Bloody Roar 4,PS2,2003,Fighting,59.0,8.6,M
Atari Classics Evolved,PSP,2007,Misc,64.0,6,E
I-Ninja,GC,2003,Platform,77.0,7.6,T
Wild ARMs: Alter Code F,PS2,2003,Role-Playing,73.0,8.3,T
Shrek SuperSlam,XB,2005,Action,71.0,9.3,E10+
Ultimate Mortal Kombat,DS,2007,Fighting,73.0,8.6,M
Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005,Shooter,71.0,9,M
Metal Slug X,PS,2001,Shooter,85.0,8.8,T
Romance of the Three Kingdoms X,PS2,2005,Strategy,71.0,8.5,T
Prinny: Can I Really Be the Hero?,PSP,2008,Platform,72.0,7,T
GripShift,PSP,2005,Racing,70.0,8.7,E
Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,45.0,8.1,T
Beowulf: The Game,PSP,2007,Action,44.0,5.4,M
Skies of Arcadia,DC,2000,Role-Playing,93.0,9.4,T
NASCAR: Dirt to Daytona,GC,2002,Racing,85.0,7.3,E
Road Trip,PS2,2002,Racing,80.0,9,E
echochrome,PSP,2008,Puzzle,79.0,7.7,E
Project Eden,PS2,2001,Action,71.0,7.8,T
Riviera: The Promised Land,PSP,2006,Role-Playing,68.0,7.7,T
Ghosthunter,PS2,2003,Action,69.0,8.7,T
Shadow of Destiny,PSP,2009,Adventure,54.0,8.2,T
Mimana Iyar Chronicle,PSP,2009,Role-Playing,45.0,5.8,T
Def Jam Fight For NY: The Takeover,PSP,2006,Action,79.0,8.2,M
Tom Clancy's EndWar,DS,2008,Strategy,69.0,5.8,T
Astro Boy: Omega Factor,GBA,2003,Action,85.0,8.6,E
Disgaea Infinite,PSP,2010,Adventure,64.0,4.4,T
Phantom Brave: The Hermuda Triangle,PSP,2010,Role-Playing,65.0,7.3,T
Fullmetal Alchemist: Dual Sympathy,DS,2005,Role-Playing,58.0,7.3,T
Lock's Quest,DS,2008,Strategy,80.0,8.7,E
Rugby 2005,PS2,2005,Sports,71.0,8.6,E
Spectral Force Genesis,DS,2008,Role-Playing,46.0,7,T
Last Rebellion,PS3,2010,Role-Playing,44.0,4.6,T
Quantum Theory,X360,2010,Shooter,37.0,3.6,M
Tornado Outbreak,PS3,2009,Action,69.0,7.6,E10+
Justice League Heroes,DS,2006,Role-Playing,43.0,5.7,E10+
Space Invaders Extreme,PSP,2008,Shooter,84.0,6.8,E
Mystic Heroes,GC,2002,Action,67.0,8.5,T
Zoids Assault,X360,2007,Strategy,46.0,7.3,T
Freestyle Metal X,PS2,2003,Racing,67.0,8.3,T
Dark Angel: Vampire Apocalypse,PS2,2001,Role-Playing,53.0,5.6,T
Damnation,PS3,2009,Shooter,36.0,2.8,M
Supreme Commander,X360,2008,Strategy,56.0,5.7,E10+
Transworld Snowboarding,XB,2002,Sports,74.0,9.2,T
World Soccer Winning Eleven 8 International,XB,2004,Sports,90.0,8.4,E
Sniper Elite,XB,2005,Shooter,77.0,8.5,M
Test Drive: Eve of Destruction,XB,2004,Racing,72.0,8.7,T
Crimson Sea,XB,2002,Action,78.0,8.2,T
Red Bull BC One,DS,2008,Misc,48.0,5.3,E
The Weakest Link,PS,2001,Misc,63.0,7.2,E
Viewtiful Joe: Red Hot Rumble,PSP,2006,Action,63.0,6.3,T
Ikaruga,GC,2003,Shooter,85.0,8.5,E
The Suffering: Ties That Bind,XB,2005,Action,76.0,9.1,M
Nobunaga's Ambition: Iron Triangle,PS2,2006,Strategy,76.0,8,E10+
The Mummy: Tomb of the Dragon Emperor,Wii,2008,Action,39.0,6.4,T
Knights in the Nightmare,PSP,2010,Role-Playing,75.0,7.7,T
Digimon World 4,GC,2005,Role-Playing,55.0,8.1,E
Spectral Force 3,X360,2006,Role-Playing,59.0,7.5,T
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005,Action,68.0,8,E10+
The Ant Bully,Wii,2006,Platform,45.0,1.4,E10+
Battle Fantasia,X360,2008,Fighting,71.0,6.6,T
Karaoke Revolution,XB,2004,Misc,80.0,8.5,E
Fire Pro Wrestling Returns,PS2,2005,Sports,78.0,8.5,T
Obscure: The Aftermath,PSP,2009,Action,66.0,8.2,M
Jimmy Neutron: Boy Genius,GC,2002,Platform,42.0,5.1,E
Henry Hatsworth in the Puzzling Adventure,DS,2009,Puzzle,82.0,8,E
Rollcage Stage II,PS,2000,Racing,85.0,8.9,E
Samurai Warriors 2: Xtreme Legends,PS2,2007,Action,50.0,8,T
Jumper: Griffin's Story,Wii,2008,Action,28.0,2.5,T
Forgotten Realms: Demon Stone,XB,2004,Action,72.0,6.5,T
Rock Band 3,DS,2010,Misc,79.0,5.5,E10+
LEGO Star Wars II: The Original Trilogy,GBA,2006,Action,55.0,7,E
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2005,Adventure,65.0,7.3,E10+
Top Gear Rally,GBA,2003,Racing,78.0,7.6,E
XIII,GC,2003,Shooter,73.0,7.7,M
Data East Arcade Classics,Wii,2010,Misc,56.0,8.2,T
Wizardry: Tale of the Forsaken Land,PS2,2001,Role-Playing,70.0,7.5,T
ShellShock 2: Blood Trails,X360,2009,Shooter,30.0,5.9,M
F.E.A.R. Files,X360,2007,Shooter,66.0,7.1,M
The Sims 2: Apartment Life,PC,2008,Simulation,75.0,7.7,T
Killer7,PS2,2005,Action,70.0,8.1,M
Age of Mythology,PC,2002,Strategy,89.0,8.9,T
Astro Boy,PS2,2004,Action,54.0,6.9,E
Monster House,GBA,2006,Adventure,69.0,9,E
Cloudy With a Chance of Meatballs,X360,2009,Platform,62.0,6.5,E
MetropolisMania,PS2,2001,Strategy,63.0,7.1,T
NCAA Football 08,XB,2007,Sports,82.0,8.1,E
Ephemeral Fantasia,PS2,2000,Role-Playing,48.0,6.3,T
1 vs. 100,DS,2008,Misc,38.0,3.2,E
